,Unnamed: 0,Country,Yellows,Reds,Safety,Virtual Safety,Rain,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
116,13,0.4642857142857143,1,0.0,0.0,0.0,0.0,0.05,0.15,-0.1,-0.05,-0.05,0.1,-0.05,0.05,0.05,0.2,0.05,-0.25,0.1,0.1,0.1,0.2,-0.2,0.05,-0.05,-0.45
117,14,0.5,8,0.0,0.25,0.25,0.0,0.0,0.1,0.1,-0.05,0.3,0.3,0.5,0.25,0.05,-0.2,0.15,-0.6,-0.2,0.2,-0.4,-0.7,-0.05,-0.5,-0.2,0.0
118,15,0.5714285714285714,3,0.0,0.25,0.25,0.0,0.0,0.05,-0.05,0.0,0.1,0.0,0.05,0.1,0.25,0.1,0.0,-0.15,0.3,0.2,0.0,-0.15,-0.85,-0.05,-0.7,-0.2
119,16,0.8928571428571429,3,0.0,0.25,0.0,0.0,0.0,0.2,0.35,-0.1,0.0,-0.1,0.05,0.05,0.5,-0.5,0.25,-0.25,0.0,0.2,-0.2,-0.1,0.0,-0.15,-0.8,-0.4
120,17,0.6071428571428571,3,0.0,0.0,0.0,0.0,0.25,0.0,0.05,0.25,0.0,0.05,-0.35,0.15,0.3,0.3,-0.55,0.05,-0.05,-0.7,-0.05,-0.8,-0.35,-0.5,-0.8,-0.95
121,18,0.6428571428571429,7,0.25,0.5,0.25,0.0,0.1,0.2,-0.1,-0.1,0.6,0.1,-0.15,-0.05,0.25,0.25,0.0,0.3,-0.05,-0.2,-0.3,0.15,-0.85,-0.25,-0.15,-0.75
122,19,0.6785714285714286,4,0.25,0.25,0.0,1.0,0.0,-0.9,-0.1,0.05,-0.15,-0.45,0.25,0.1,0.25,-0.2,-0.05,0.1,0.3,-0.2,-0.2,0.35,0.2,0.1,0.4,0.15
123,20,0.6071428571428571,9,0.0,0.5,0.25,0.0,0.05,-0.05,0.4,0.6,0.7,0.3,0.15,-0.25,0.0,0.4,-0.35,-0.35,-0.25,0.0,0.1,-0.5,-0.5,0.1,-0.3,-0.25
124,21,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.0,-0.15,0.0,-0.1,0.1,0.15,0.2,0.0,-0.15,0.0,-0.35,0.2,0.1,-0.1,-0.05,-0.15
125,0,0.9285714285714286,2,0.0,0.25,0.0,0.0,0.0,0.05,-0.05,0.05,-0.05,0.05,0.2,-0.1,-0.05,0.25,0.05,0.05,0.2,0.25,-0.3,-0.1,-0.05,0.1,-0.45,-0.1
126,1,0.0,3,0.0,0.0,0.5,0.0,0.05,0.1,0.0,0.05,0.05,0.15,0.05,0.1,0.35,0.2,0.05,0.3,0.2,-0.05,0.2,-0.05,-0.5,-0.35,-0.9,0.0
127,2,0.5714285714285714,2,0.25,0.0,0.0,0.0,0.0,0.0,0.05,0.2,-0.1,-0.05,0.1,-0.1,-0.1,0.0,0.05,0.2,0.25,-0.05,0.0,0.05,0.1,0.1,-0.4,-0.3
128,3,0.07142857142857142,3,0.0,0.5,0.25,0.0,0.0,0.1,-0.05,0.1,0.1,0.1,-0.2,-0.15,0.45,-0.05,0.1,0.1,0.1,0.1,-0.2,0.05,0.15,-0.3,0.0,-0.5
129,4,0.6071428571428571,1,0.0,0.25,0.25,0.0,0.2,-0.05,-0.05,0.0,-0.1,0.1,0.15,-0.05,0.3,0.15,-0.1,0.0,-0.35,0.25,0.25,0.0,-0.3,-0.2,-0.05,-0.15
130,5,0.4642857142857143,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.05,0.1,-0.05,0.15,0.2,-0.15,-0.05,0.3,-0.2,-0.1,0.1,-0.05,0.1,-0.1,0.05,-0.3
131,6,0.17857142857142858,6,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2,-0.05,0.0,0.1,-0.3,-0.1,0.0,0.0
132,7,0.21428571428571427,9,0.0,0.5,0.0,1.0,0.05,0.05,-0.1,0.15,-0.05,0.0,0.1,-0.15,0.3,0.4,0.3,0.1,-0.65,-0.3,-0.75,-0.2,-0.35,-0.1,-0.4,-0.35
133,8,0.14285714285714285,1,0.0,0.0,0.0,1.0,0.05,-0.05,0.0,0.0,0.0,0.0,0.1,0.15,-0.1,-0.1,0.1,-0.1,0.1,0.0,0.15,-0.2,-0.05,-0.9,-0.1,-0.05
134,9,0.2857142857142857,1,0.0,0.0,0.25,1.0,0.1,0.25,0.05,0.05,-0.2,0.15,0.05,0.2,0.1,0.15,-0.25,-0.1,0.2,0.0,0.05,0.1,0.15,-0.15,0.0,-0.9
135,10,0.9642857142857143,0,0.0,0.0,0.0,1.0,0.05,0.1,0.0,0.05,0.1,0.0,0.05,0.1,0.0,0.15,0.05,0.25,0.1,-0.15,0.05,0.1,-0.85,-0.2,-0.9,-0.05
136,11,0.39285714285714285,1,0.0,0.0,0.0,0.0,0.05,-0.05,0.1,0.1,-0.1,-0.1,0.45,0.45,0.05,-0.1,-0.2,-0.15,-0.1,-0.05,0.0,-0.2,-0.15,0.05,-0.05,-1.0
137,12,0.42857142857142855,2,0.0,0.0,0.0,0.0,0.1,0.15,-0.1,0.35,-0.05,0.05,-0.25,0.0,0.0,0.15,0.2,-0.1,-0.05,0.15,-0.05,0.2,0.05,-0.1,0.0,-0.7
138,13,0.8571428571428571,1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.05,0.25,-0.05,-0.15,0.3,0.0,-0.15,0.05,0.05,-0.25,0.25,0.0,0.1,-0.3,-0.9,-0.15,-0.15
139,14,0.4642857142857143,0,0.0,0.0,0.0,0.0,0.15,0.0,-0.1,0.05,0.05,0.05,-0.2,0.0,0.0,0.15,0.0,0.3,-0.05,0.05,-0.05,0.15,-0.35,0.1,-0.1,-0.2
140,15,0.10714285714285714,10,0.0,0.0,0.25,0.0,0.05,-0.05,0.1,0.55,0.05,0.05,0.1,0.0,-0.45,0.0,0.05,0.3,0.05,0.15,-0.75,0.0,-0.65,-0.75,-0.3,-0.45
141,16,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,-0.15,0.15,-0.05,-0.15,0.15,0.05,-0.2,0.1,0.15,0.25,0.15,0.05,-0.1,-0.25,-0.45
